"ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","Year","Updated.On","Time","ActiveOrInactive"
8138426,"HT372472",2011-06-29,"002XX W 63RD ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA PLATFORM","true","false",711,7,20,68,"18",2011,"02/10/2018 03:50:01 PM",20:30:00,"Inactive"
8138536,"HT372578",2011-06-29,"001XX N CALIFORNIA AVE","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA PLATFORM","true","false",1331,12,2,27,"18",2011,"02/10/2018 03:50:01 PM",20:30:00,"Inactive"
8138886,"HT372982",2011-06-29,"035XX S STATE ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",211,2,3,35,"03",2011,"02/10/2018 03:50:01 PM",20:30:00,"Inactive"
8138656,"HT372654",2011-06-29,"059XX S STATE ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS STOP","false","false",233,2,20,40,"03",2011,"02/10/2018 03:50:01 PM",21:33:00,"Inactive"
8138733,"HT372832",2011-06-30,"059XX W CHICAGO AVE","2027","NARCOTICS","POSS: CRACK","CTA BUS STOP","true","false",1511,15,29,25,"18",2011,"02/10/2018 03:50:01 PM",00:54:00,"Active"
8142689,"HT376454",2011-06-30,"002XX W GARFIELD BLVD","0340","ROBBERY","ATTEMPT: STRONGARM-NO WEAPON","CTA BUS STOP","false","false",934,9,3,37,"03",2011,"02/10/2018 03:50:01 PM",03:00:00,"Active"
8138823,"HT372905",2011-06-30,"016XX W HOWARD ST","0460","BATTERY","SIMPLE","CTA PLATFORM","true","false",2422,24,49,1,"08B",2011,"02/10/2018 03:50:01 PM",03:17:00,"Active"
8140905,"HT374718",2011-06-30,"016XX W LAKE ST","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",1333,12,27,28,"06",2011,"02/10/2018 03:50:01 PM",10:00:00,"Inactive"
8139859,"HT373540",2011-06-30,"058XX S DR MARTIN LUTHER KING JR DR","0810","THEFT","OVER $500","CTA BUS","false","false",234,2,20,40,"06",2011,"02/10/2018 03:50:01 PM",14:24:00,"Inactive"
8139940,"HT373629",2011-06-30,"001XX N STATE ST","1305","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","CTA TRAIN","true","false",122,1,42,32,"14",2011,"02/10/2018 03:50:01 PM",15:10:00,"Inactive"
8148403,"HT376498",2011-06-30,"001XX S STATE ST","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",123,1,42,32,"06",2011,"02/10/2018 03:50:01 PM",16:55:00,"Inactive"
8140054,"HT373839",2011-06-30,"001XX W 35TH ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",924,9,11,34,"11",2011,"02/10/2018 03:50:01 PM",17:00:00,"Inactive"
8140098,"HT373898",2011-06-30,"011XX W BERWYN AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","true","false",2023,20,48,77,"03",2011,"02/10/2018 03:50:01 PM",17:10:00,"Inactive"
8140621,"HT374492",2011-07-01,"040XX W MADISON ST","0880","THEFT","PURSE-SNATCHING","CTA BUS STOP","false","false",1115,11,28,26,"06",2011,"02/10/2018 03:50:01 PM",01:30:00,"Active"
8141196,"HT374824",2011-07-01,"046XX N BROADWAY","0560","ASSAULT","SIMPLE","CTA BUS","true","false",2312,19,46,3,"08A",2011,"02/10/2018 03:50:01 PM",05:30:00,"Active"
8141557,"HT375238",2011-07-01,"033XX N PAULINA ST","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","CTA BUS STOP","false","false",1924,19,32,6,"11",2011,"02/10/2018 03:50:01 PM",09:00:00,"Inactive"
8141550,"HT375207",2011-07-01,"063XX S ASHLAND AVE","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA BUS STOP","true","false",725,7,16,67,"18",2011,"02/10/2018 03:50:01 PM",14:42:00,"Inactive"
8141719,"HT375473",2011-07-01,"005XX S PULASKI RD","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA PLATFORM","true","false",1132,11,24,26,"18",2011,"02/10/2018 03:50:01 PM",16:20:00,"Inactive"
8141703,"HT375547",2011-07-01,"079XX S ASHLAND AVE","0870","THEFT","POCKET-PICKING","CTA BUS","false","false",611,6,21,71,"06",2011,"02/10/2018 03:50:01 PM",17:45:00,"Inactive"
8141762,"HT375662",2011-07-01,"0000X W CTA 95TH ST LN","1350","CRIMINAL TRESPASS","TO STATE SUP LAND","CTA PLATFORM","true","false",634,6,21,49,"26",2011,"02/10/2018 03:50:01 PM",18:45:00,"Inactive"
8141954,"HT375650",2011-07-01,"019XX N WESTERN AVE","0810","THEFT","OVER $500","CTA TRAIN","true","false",1434,14,1,22,"06",2011,"02/10/2018 03:50:01 PM",18:55:00,"Inactive"
8141910,"HT375847",2011-07-01,"015XX N SEDGWICK ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA PLATFORM","true","false",1821,18,43,8,"18",2011,"02/10/2018 03:50:01 PM",21:00:00,"Inactive"
8141957,"HT375906",2011-07-01,"094XX S STATE ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA PLATFORM","true","false",634,6,6,49,"18",2011,"02/10/2018 03:50:01 PM",21:55:00,"Inactive"
8142343,"HT376039",2011-07-01,"066XX S COTTAGE GROVE AVE","0340","ROBBERY","ATTEMPT: STRONGARM-NO WEAPON","CTA BUS","true","false",321,3,20,42,"03",2011,"02/10/2018 03:50:01 PM",22:28:00,"Inactive"
8142093,"HT375994",2011-07-01,"003XX N CENTRAL AVE","0420","BATTERY","AGGRAVATED:KNIFE/CUTTING INSTR","CTA BUS STOP","false","false",1523,15,28,25,"04B",2011,"02/10/2018 03:50:01 PM",23:00:00,"Inactive"
8142066,"HT376004",2011-07-01,"058XX N WESTERN AVE","1345","CRIMINAL DAMAGE","TO CITY OF CHICAGO PROPERTY","CTA BUS","false","false",2011,20,40,2,"14",2011,"02/10/2018 03:50:01 PM",23:20:00,"Inactive"
8143572,"HT376072",2011-07-02,"019XX S CENTRAL PARK AVE","0820","THEFT","$500 AND UNDER","CTA PLATFORM","false","false",1024,10,24,29,"06",2011,"02/10/2018 03:50:01 PM",00:30:00,"Active"
8142296,"HT376222",2011-07-02,"012XX N MILWAUKEE AVE","0520","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","CTA PLATFORM","true","false",1424,14,1,24,"04A",2011,"02/10/2018 03:50:01 PM",02:30:00,"Active"
8142317,"HT376278",2011-07-02,"012XX N CLARK ST","0460","BATTERY","SIMPLE","CTA TRAIN","false","false",1821,18,42,8,"08B",2011,"02/10/2018 03:50:01 PM",04:02:00,"Active"
8143398,"HT377659",2011-07-02,"001XX W ROOSEVELT RD","0460","BATTERY","SIMPLE","CTA TRAIN","false","false",131,1,2,33,"08B",2011,"02/10/2018 03:50:01 PM",10:45:00,"Inactive"
8148633,"HT378429",2011-07-02,"024XX N SHEFFIELD AVE","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1933,19,43,7,"06",2011,"02/10/2018 03:50:01 PM",13:00:00,"Inactive"
8142823,"HT376898",2011-07-02,"063XX S WESTERN AVE","0870","THEFT","POCKET-PICKING","CTA BUS","true","false",825,8,15,66,"06",2011,"02/10/2018 03:50:01 PM",13:33:00,"Inactive"
8142809,"HT376972",2011-07-02,"015XX W 63RD ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA BUS","true","false",725,7,16,67,"18",2011,"02/10/2018 03:50:01 PM",14:30:00,"Inactive"
8143068,"HT377152",2011-07-02,"050XX N SHERIDAN RD","0460","BATTERY","SIMPLE","CTA TRAIN","false","false",2024,20,46,3,"08B",2011,"02/10/2018 03:50:01 PM",16:00:00,"Inactive"
8143126,"HT377364",2011-07-02,"008XX W BELMONT AVE","0870","THEFT","POCKET-PICKING","CTA PLATFORM","false","false",1932,19,44,6,"06",2011,"02/10/2018 03:50:01 PM",18:45:00,"Inactive"
8170119,"HT377316",2011-07-02,"002XX W GARFIELD BLVD","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA PLATFORM","true","false",934,9,3,37,"18",2011,"02/10/2018 03:50:01 PM",18:45:00,"Inactive"
8143880,"HT377320",2011-07-02,"067XX S SOUTH SHORE DR","0460","BATTERY","SIMPLE","CTA BUS STOP","false","false",331,3,5,43,"08B",2011,"02/10/2018 03:50:01 PM",19:15:00,"Inactive"
8143145,"HT377426",2011-07-02,"008XX N STATE ST","0820","THEFT","$500 AND UNDER","CTA PLATFORM","false","false",1832,18,42,8,"06",2011,"02/10/2018 03:50:01 PM",20:25:00,"Inactive"
8143585,"HT377690",2011-07-03,"038XX W CHICAGO AVE","0460","BATTERY","SIMPLE","CTA BUS","false","false",1112,11,27,23,"08B",2011,"02/10/2018 03:50:01 PM",00:20:00,"Active"
8145111,"HT378614",2011-07-03,"017XX W HOWARD ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA PLATFORM","false","false",2422,24,49,1,"03",2011,"02/10/2018 03:50:01 PM",03:30:00,"Active"
8143519,"HT377890",2011-07-03,"009XX W BELMONT AVE","0460","BATTERY","SIMPLE","CTA PLATFORM","true","false",1932,19,44,6,"08B",2011,"02/10/2018 03:50:01 PM",03:40:00,"Active"
8143539,"HT377909",2011-07-03,"004XX W JACKSON BLVD","0460","BATTERY","SIMPLE","CTA PLATFORM","false","false",111,1,2,28,"08B",2011,"02/10/2018 03:50:01 PM",03:45:00,"Active"
8143510,"HT377912",2011-07-03,"009XX W BELMONT AVE","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","CTA BUS STOP","true","false",1932,19,44,6,"11",2011,"02/10/2018 03:50:01 PM",04:38:00,"Active"
8143788,"HT378131",2011-07-03,"0000X E 35TH ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","true","false",2113,2,3,35,"03",2011,"02/10/2018 03:50:01 PM",09:50:00,"Inactive"
8143901,"HT378124",2011-07-03,"001XX W DIVISION ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","true","false",1824,18,42,8,"06",2011,"02/10/2018 03:50:01 PM",10:15:00,"Inactive"
8143811,"HT378194",2011-07-03,"030XX W CERMAK RD","0484","BATTERY","PRO EMP HANDS NO/MIN INJURY","CTA BUS","false","false",1033,10,12,30,"08B",2011,"02/10/2018 03:50:01 PM",11:40:00,"Inactive"
8143795,"HT378234",2011-07-03,"002XX W GARFIELD BLVD","0810","THEFT","OVER $500","CTA BUS","false","false",934,9,3,37,"06",2011,"02/10/2018 03:50:01 PM",11:45:00,"Inactive"
8143951,"HT378415",2011-07-03,"068XX S STONY ISLAND AVE","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",332,3,5,43,"06",2011,"02/10/2018 03:50:01 PM",14:50:00,"Inactive"
8144160,"HT378675",2011-07-03,"002XX N CONSERVATORY DR","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1122,11,28,27,"11",2011,"02/10/2018 03:50:01 PM",18:00:00,"Inactive"
8145074,"HT379727",2011-07-03,"009XX W BELMONT AVE","0810","THEFT","OVER $500","CTA TRAIN","false","false",1932,19,44,6,"06",2011,"02/10/2018 03:50:01 PM",18:00:00,"Inactive"
8144332,"HT378912",2011-07-03,"001XX W LAKE ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA PLATFORM","true","false",113,1,42,32,"18",2011,"02/10/2018 03:50:01 PM",22:00:00,"Inactive"
8145222,"HT380056",2011-07-03,"059XX S KILPATRICK AVE","0820","THEFT","$500 AND UNDER","CTA BUS STOP","false","false",813,8,13,64,"06",2011,"02/10/2018 03:50:01 PM",22:00:00,"Inactive"
8153049,"HT384991",2011-07-03,"017XX W 18TH ST","031A","ROBBERY","ARMED: HANDGUN","CTA TRAIN","false","false",1223,12,25,31,"03",2011,"02/10/2018 03:50:01 PM",23:20:00,"Inactive"
8144595,"HT379248",2011-07-04,"012XX N CLARK ST","0460","BATTERY","SIMPLE","CTA PLATFORM","false","false",1821,18,42,8,"08B",2011,"02/10/2018 03:50:01 PM",04:17:00,"Active"
8144632,"HT379247",2011-07-04,"020XX N SHEFFIELD AVE","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1811,18,43,7,"06",2011,"02/10/2018 03:50:01 PM",04:45:00,"Active"
8144774,"HT379366",2011-07-04,"020XX S MICHIGAN AVE","0880","THEFT","PURSE-SNATCHING","CTA BUS STOP","false","false",134,1,3,33,"06",2011,"02/10/2018 03:50:01 PM",08:00:00,"Inactive"
8144951,"HT379335",2011-07-04,"004XX S DAMEN AVE","0545","ASSAULT","PRO EMP HANDS NO/MIN INJURY","CTA PLATFORM","false","false",1211,12,2,28,"08A",2011,"02/10/2018 03:50:01 PM",08:13:00,"Inactive"
8144963,"HT379644",2011-07-04,"079XX S KENWOOD AVE","0560","ASSAULT","SIMPLE","CTA BUS","true","false",411,4,8,45,"08A",2011,"02/10/2018 03:50:01 PM",13:15:00,"Inactive"
8146700,"HT379689",2011-07-04,"002XX W CERMAK RD","0810","THEFT","OVER $500","CTA TRAIN","false","false",2111,9,25,34,"06",2011,"02/10/2018 03:50:01 PM",14:00:00,"Inactive"
8146474,"HT380876",2011-07-04,"008XX N STATE ST","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",1832,18,42,8,"06",2011,"02/10/2018 03:50:01 PM",14:45:00,"Inactive"
8145076,"HT379777",2011-07-04,"016XX W 63RD ST","0545","ASSAULT","PRO EMP HANDS NO/MIN INJURY","CTA BUS","true","false",714,7,16,67,"08A",2011,"02/10/2018 03:50:01 PM",15:36:00,"Inactive"
8145367,"HT380001",2011-07-04,"0000X W 79TH ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA PLATFORM","true","false",623,6,6,44,"18",2011,"02/10/2018 03:50:01 PM",18:50:00,"Inactive"
8145342,"HT380151",2011-07-04,"0000X W 69TH ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA PLATFORM","true","false",731,7,6,69,"18",2011,"02/10/2018 03:50:01 PM",20:05:00,"Inactive"
8148671,"HT383127",2011-07-04,"049XX N MILWAUKEE AVE","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1623,16,45,11,"06",2011,"02/10/2018 03:50:01 PM",23:30:00,"Inactive"
8145578,"HT380406",2011-07-04,"002XX S DEARBORN ST","0460","BATTERY","SIMPLE","CTA PLATFORM","true","false",123,1,42,32,"08B",2011,"02/10/2018 03:50:01 PM",23:55:00,"Inactive"
8151460,"HT380403",2011-07-04,"039XX S DR MARTIN LUTHER KING JR DR","0545","ASSAULT","PRO EMP HANDS NO/MIN INJURY","CTA BUS STOP","false","false",213,2,3,38,"08A",2011,"02/10/2018 03:50:01 PM",23:56:00,"Inactive"
8150381,"HT381246",2011-07-05,"0000X W 95TH ST","0460","BATTERY","SIMPLE","CTA BUS","false","false",511,5,21,49,"08B",2011,"02/10/2018 03:50:01 PM",01:38:00,"Active"
8145735,"HT380636",2011-07-05,"008XX N STATE ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",1832,18,42,8,"03",2011,"02/10/2018 03:50:01 PM",03:20:00,"Active"
8153472,"HT387878",2011-07-05,"079XX S ASHLAND AVE","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","CTA BUS STOP","false","false",611,6,21,71,"11",2011,"02/10/2018 03:50:01 PM",11:00:00,"Inactive"
8146852,"HT381817",2011-07-05,"011XX E 67TH ST","0820","THEFT","$500 AND UNDER","CTA BUS STOP","false","false",321,3,5,42,"06",2011,"02/10/2018 03:50:01 PM",12:45:00,"Inactive"
8146859,"HT381509",2011-07-05,"002XX S DEARBORN ST","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",123,1,42,32,"06",2011,"02/10/2018 03:50:01 PM",14:45:00,"Inactive"
8155644,"HT381718",2011-07-05,"002XX N STATE ST","0870","THEFT","POCKET-PICKING","CTA PLATFORM","false","false",122,1,42,32,"06",2011,"02/10/2018 03:50:01 PM",15:40:00,"Inactive"
8148748,"HT383583",2011-07-05,"011XX E 71ST ST","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",321,3,5,69,"06",2011,"02/10/2018 03:50:01 PM",16:00:00,"Inactive"
8146866,"HT381788",2011-07-05,"009XX W BELMONT AVE","1350","CRIMINAL TRESPASS","TO STATE SUP LAND","CTA BUS STOP","true","false",1932,19,44,6,"26",2011,"02/10/2018 03:50:01 PM",17:13:00,"Inactive"
8147148,"HT382155",2011-07-05,"002XX W DIVISION ST","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",1821,18,43,8,"06",2011,"02/10/2018 03:50:01 PM",17:15:00,"Inactive"
8147091,"HT382051",2011-07-05,"0000X W 95TH ST","1320","CRIMINAL DAMAGE","TO VEHICLE","CTA BUS STOP","true","false",634,6,21,49,"14",2011,"02/10/2018 03:50:01 PM",18:10:00,"Inactive"
8146984,"HT382006",2011-07-05,"001XX E CHICAGO AVE","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","CTA BUS","false","false",1833,18,42,8,"11",2011,"02/10/2018 03:50:01 PM",18:55:00,"Inactive"
8146983,"HT381958",2011-07-05,"008XX N STATE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1832,18,42,8,"11",2011,"02/10/2018 03:50:01 PM",19:00:00,"Inactive"
8147043,"HT382043",2011-07-05,"011XX S STATE ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA TRAIN","true","false",132,1,2,32,"18",2011,"02/10/2018 03:50:01 PM",19:00:00,"Inactive"
8168902,"HT382047",2011-07-05,"039XX W GRAND AVE","0460","BATTERY","SIMPLE","CTA BUS","false","false",2535,25,30,23,"08B",2011,"02/10/2018 03:50:01 PM",19:25:00,"Inactive"
8155033,"HT382193",2011-07-05,"032XX W LAKE ST","0810","THEFT","OVER $500","CTA TRAIN","false","false",1123,11,28,27,"06",2011,"02/10/2018 03:50:01 PM",21:00:00,"Inactive"
8147319,"HT382368",2011-07-05,"005XX S KEDZIE AVE","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1134,11,24,27,"11",2011,"02/10/2018 03:50:01 PM",23:50:00,"Inactive"
8147425,"HT382469",2011-07-06,"007XX S CICERO AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","CTA PLATFORM","false","true",1533,15,24,25,"08B",2011,"02/10/2018 03:50:01 PM",02:55:00,"Active"
8147465,"HT382518",2011-07-06,"012XX S STATE ST","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",132,1,2,33,"06",2011,"02/10/2018 03:50:01 PM",05:30:00,"Active"
8147728,"HT382527",2011-07-06,"0000X E ROOSEVELT RD","0870","THEFT","POCKET-PICKING","CTA TRAIN","true","false",132,1,2,33,"06",2011,"02/10/2018 03:50:01 PM",05:30:00,"Active"
8147774,"HT382628",2011-07-06,"019XX S CENTRAL PARK AVE","0850","THEFT","ATTEMPT THEFT","CTA TRAIN","false","false",1024,10,24,29,"06",2011,"02/10/2018 03:50:01 PM",06:15:00,"Active"
8148822,"HT383649",2011-07-06,"048XX S KEDZIE AVE","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",821,8,14,58,"06",2011,"02/10/2018 03:50:01 PM",07:00:00,"Active"
8149606,"HT382759",2011-07-06,"087XX S DAN RYAN EXPY OB","0460","BATTERY","SIMPLE","CTA TRAIN","true","false",634,6,21,44,"08B",2011,"02/10/2018 03:50:01 PM",09:20:00,"Inactive"
8150640,"HT382773",2011-07-06,"068XX S JEFFERY BLVD","0460","BATTERY","SIMPLE","CTA BUS","false","false",331,3,5,43,"08B",2011,"02/10/2018 03:50:01 PM",10:05:00,"Inactive"
8167797,"HT382947",2011-07-06,"0000X W 95TH ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",634,6,21,49,"06",2011,"02/10/2018 03:50:01 PM",11:05:00,"Inactive"
8148595,"HT383283",2011-07-06,"001XX N STATE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",122,1,42,32,"11",2011,"02/10/2018 03:50:01 PM",15:00:00,"Inactive"
8148674,"HT383434",2011-07-06,"014XX E 67TH ST","0484","BATTERY","PRO EMP HANDS NO/MIN INJURY","CTA BUS","false","false",321,3,5,42,"08B",2011,"02/10/2018 03:50:01 PM",16:01:00,"Inactive"
8148651,"HT383431",2011-07-06,"016XX W 59TH ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA BUS STOP","true","false",714,7,15,67,"18",2011,"02/10/2018 03:50:01 PM",16:30:00,"Inactive"
8148846,"HT383634",2011-07-06,"001XX W 35TH ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA TRAIN","true","false",924,9,11,34,"18",2011,"02/10/2018 03:50:01 PM",17:15:00,"Inactive"
8154172,"HT383764",2011-07-06,"003XX S DEARBORN ST","0870","THEFT","POCKET-PICKING","CTA BUS STOP","false","false",112,1,2,32,"06",2011,"02/10/2018 03:50:01 PM",18:45:00,"Inactive"
8148998,"HT383785",2011-07-06,"008XX N STATE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1832,18,42,8,"11",2011,"02/10/2018 03:50:01 PM",19:12:00,"Inactive"
8148973,"HT383804",2011-07-06,"008XX N STATE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1832,18,42,8,"11",2011,"02/10/2018 03:50:01 PM",19:30:00,"Inactive"
8149069,"HT383833",2011-07-06,"015XX N SEDGWICK ST","1821","NARCOTICS","MANU/DEL:CANNABIS 10GM OR LESS","CTA PLATFORM","true","false",1821,18,43,8,"18",2011,"02/10/2018 03:50:01 PM",19:50:00,"Inactive"
8160868,"HT395626",2011-07-06,"008XX N STATE ST","0810","THEFT","OVER $500","CTA PLATFORM","false","false",1832,18,42,8,"06",2011,"02/10/2018 03:50:01 PM",19:55:00,"Inactive"
8175496,"HT383875",2011-07-06,"040XX W LAKE ST","2023","NARCOTICS","POSS: HEROIN(BRN/TAN)","CTA PLATFORM","true","false",1114,11,28,26,"18",2011,"02/10/2018 03:50:01 PM",20:30:00,"Inactive"
8149232,"HT384061",2011-07-06,"063XX W IRVING PARK RD","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",1633,16,38,17,"06",2011,"02/10/2018 03:50:01 PM",22:50:00,"Inactive"
8149238,"HT384078",2011-07-06,"044XX N KIMBALL AVE","2027","NARCOTICS","POSS: CRACK","CTA BUS STOP","true","false",1723,17,33,14,"18",2011,"02/10/2018 03:50:01 PM",23:30:00,"Inactive"
8149376,"HT384217",2011-07-07,"016XX W HOWARD ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",2422,24,49,1,"03",2011,"02/10/2018 03:50:01 PM",02:00:00,"Active"
8151486,"HT384264",2011-07-07,"015XX N DAMEN AVE","0460","BATTERY","SIMPLE","CTA PLATFORM","false","false",1424,14,1,24,"08B",2011,"02/10/2018 03:50:01 PM",04:40:00,"Active"
8176251,"HT410575",2011-07-07,"057XX N CUMBERLAND AVE","0820","THEFT","$500 AND UNDER","CTA PLATFORM","false","false",1614,16,41,76,"06",2011,"02/10/2018 03:50:01 PM",07:30:00,"Inactive"
8150493,"HT384647",2011-07-07,"103XX S TORRENCE AVE","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",434,4,10,51,"06",2011,"02/10/2018 03:50:01 PM",10:45:00,"Inactive"
8150608,"HT384896",2011-07-07,"040XX W IRVING PARK RD","1570","SEX OFFENSE","PUBLIC INDECENCY","CTA BUS","true","false",1732,17,39,16,"17",2011,"02/10/2018 03:50:01 PM",13:38:00,"Inactive"
8152682,"HT386769",2011-07-07,"087XX S WALLACE ST","0460","BATTERY","SIMPLE","CTA BUS","false","false",2223,22,21,71,"08B",2011,"02/10/2018 03:50:01 PM",14:00:00,"Inactive"
8150954,"HT385216",2011-07-07,"020XX S WESTERN AVE","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1223,12,25,31,"11",2011,"02/10/2018 03:50:01 PM",16:30:00,"Inactive"
8151018,"HT385294",2011-07-07,"016XX W 115TH ST","0313","ROBBERY","ARMED: OTHER DANGEROUS WEAPON","CTA BUS","false","false",2234,22,34,75,"03",2011,"02/10/2018 03:50:01 PM",17:18:00,"Inactive"
8151193,"HT385673",2011-07-07,"012XX N CLARK ST","0470","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","CTA PLATFORM","true","false",1821,18,42,8,"24",2011,"02/10/2018 03:50:01 PM",21:00:00,"Inactive"
8151455,"HT385940",2011-07-08,"021XX S WESTERN AVE","0460","BATTERY","SIMPLE","CTA BUS","true","false",1023,10,25,31,"08B",2011,"02/10/2018 03:50:01 PM",02:19:00,"Active"
8165103,"HT393193",2011-07-08,"012XX S STATE ST","0810","THEFT","OVER $500","CTA TRAIN","false","false",132,1,2,33,"06",2011,"02/10/2018 03:50:01 PM",03:00:00,"Active"
8152952,"HT385996",2011-07-08,"012XX S STATE ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",132,1,2,33,"06",2011,"02/10/2018 03:50:01 PM",04:00:00,"Active"
8151490,"HT386007",2011-07-08,"011XX W LAWRENCE AVE","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",2312,19,46,3,"06",2011,"02/10/2018 03:50:01 PM",04:15:00,"Active"
8152577,"HT386595",2011-07-08,"012XX W LOYOLA AVE","0460","BATTERY","SIMPLE","CTA PLATFORM","false","false",2432,24,40,1,"08B",2011,"02/10/2018 03:50:01 PM",06:00:00,"Active"
8152702,"HT386816",2011-07-08,"003XX N MICHIGAN AVE","0870","THEFT","POCKET-PICKING","CTA BUS","false","false",124,1,42,32,"06",2011,"02/10/2018 03:50:01 PM",12:30:00,"Inactive"
8153019,"HT387311",2011-07-08,"016XX N CLARK ST","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",1814,18,43,7,"06",2011,"02/10/2018 03:50:01 PM",13:15:00,"Inactive"
8163357,"HT386902",2011-07-08,"002XX S DEARBORN ST","0870","THEFT","POCKET-PICKING","CTA PLATFORM","false","false",123,1,42,32,"06",2011,"02/10/2018 03:50:01 PM",16:00:00,"Inactive"
8178536,"HT386887",2011-07-08,"060XX S DR MARTIN LUTHER KING JR DR","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",311,3,20,40,"06",2011,"02/10/2018 03:50:01 PM",16:00:00,"Inactive"
8152904,"HT387213",2011-07-08,"003XX N LARAMIE AVE","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA BUS STOP","true","false",1532,15,28,25,"18",2011,"02/10/2018 03:50:01 PM",19:38:00,"Inactive"
8164238,"HT387606",2011-07-08,"095XX S PRINCETON AVE","0460","BATTERY","SIMPLE","CTA BUS","false","false",511,5,21,49,"08B",2011,"02/10/2018 03:50:01 PM",20:00:00,"Inactive"
8164321,"HT388875",2011-07-08,"026XX N KEDZIE AVE","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",1414,14,35,22,"06",2011,"02/10/2018 03:50:01 PM",20:00:00,"Inactive"
8157986,"HT392942",2011-07-08,"001XX E 35TH ST","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",2112,2,3,35,"06",2011,"02/10/2018 03:50:01 PM",20:30:00,"Inactive"
