"ID","Case.Number","Date","Block","IUCR","Primary.Type","Description","Location.Description","Arrest","Domestic","Beat","District","Ward","Community.Area","FBI.Code","Year","Updated.On","Time","ActiveOrInactive"
7882849,"HT113694",2011-01-08,"039XX N SHERIDAN RD","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",2324,19,44,6,"06",2011,"02/04/2016 06:33:39 AM",23:30:00,"Inactive"
7880564,"HT111590",2011-01-09,"005XX W LAKE ST","1305","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","CTA TRAIN","false","false",1212,12,42,28,"14",2011,"02/04/2016 06:33:39 AM",01:13:00,"Active"
7880657,"HT111656",2011-01-09,"005XX S PULASKI RD","031A","ROBBERY","ARMED: HANDGUN","CTA PLATFORM","true","false",1132,11,24,26,"03",2011,"02/04/2016 06:33:39 AM",02:32:00,"Active"
7880676,"HT111736",2011-01-09,"011XX W LAWRENCE AVE","0810","THEFT","OVER $500","CTA TRAIN","false","false",2312,19,46,3,"06",2011,"02/04/2016 06:33:39 AM",05:30:00,"Active"
7880876,"HT111822",2011-01-09,"043XX W FULLERTON AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS STOP","false","false",2522,25,31,20,"03",2011,"02/04/2016 06:33:39 AM",09:25:00,"Inactive"
7881183,"HT112096",2011-01-09,"026XX E 87TH ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS","false","false",423,4,7,46,"03",2011,"02/04/2016 06:33:39 AM",13:20:00,"Inactive"
7881232,"HT112248",2011-01-09,"063XX S RACINE AVE","1305","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","CTA TRAIN","false","false",724,7,16,67,"14",2011,"02/04/2016 06:33:39 AM",15:00:00,"Inactive"
7881419,"HT112333",2011-01-09,"005XX S PULASKI RD","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",1132,11,24,26,"03",2011,"02/04/2016 06:33:39 AM",16:45:00,"Inactive"
7881287,"HT112360",2011-01-09,"0000X E ROOSEVELT RD","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",132,1,2,32,"06",2011,"02/04/2016 06:33:39 AM",17:00:00,"Inactive"
7881357,"HT112412",2011-01-09,"046XX N BROADWAY","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",2311,19,46,3,"11",2011,"02/04/2016 06:33:39 AM",18:10:00,"Inactive"
7881429,"HT112519",2011-01-09,"018XX W ADDISON ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1923,19,47,5,"11",2011,"02/04/2016 06:33:39 AM",20:07:00,"Inactive"
7881714,"HT112815",2011-01-10,"011XX W BRYN MAWR AVE","0460","BATTERY","SIMPLE","CTA PLATFORM","true","false",2023,20,48,77,"08B",2011,"02/04/2016 06:33:39 AM",04:13:00,"Active"
7882969,"HT113850",2011-01-10,"012XX W LAWRENCE AVE","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","CTA BUS","false","false",2033,20,48,3,"11",2011,"02/04/2016 06:33:39 AM",14:00:00,"Inactive"
7882825,"HT113672",2011-01-10,"012XX N CLARK ST","0810","THEFT","OVER $500","CTA TRAIN","false","false",1821,18,42,8,"06",2011,"02/04/2016 06:33:39 AM",15:40:00,"Inactive"
7882973,"HT113734",2011-01-10,"004XX N WESTERN AVE","0460","BATTERY","SIMPLE","CTA BUS","true","false",1313,12,26,24,"08B",2011,"02/04/2016 06:33:39 AM",16:20:00,"Inactive"
7882997,"HT113793",2011-01-10,"011XX W THORNDALE AVE","0483","BATTERY","AGG PRO.EMP: OTHER DANG WEAPON","CTA PLATFORM","false","false",2433,24,48,77,"04B",2011,"02/04/2016 06:33:39 AM",16:45:00,"Inactive"
7882933,"HT113806",2011-01-10,"040XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","false","false",1114,11,28,26,"11",2011,"02/04/2016 06:33:39 AM",17:00:00,"Inactive"
7882968,"HT113815",2011-01-10,"036XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","false","false",1123,11,28,27,"11",2011,"02/04/2016 06:33:39 AM",17:00:00,"Inactive"
7884649,"HT113875",2011-01-10,"011XX N CLARK ST","0810","THEFT","OVER $500","CTA PLATFORM","false","false",1824,18,42,8,"06",2011,"02/04/2016 06:33:39 AM",17:48:00,"Inactive"
7886945,"HT116597",2011-01-10,"034XX S STATE ST","0331","ROBBERY","ATTEMPT: AGGRAVATED","CTA PLATFORM","false","false",2113,2,3,35,"03",2011,"02/04/2016 06:33:39 AM",18:00:00,"Inactive"
7887206,"HT114185",2011-01-10,"002XX E 43RD ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",214,2,3,38,"03",2011,"02/04/2016 06:33:39 AM",19:29:00,"Inactive"
7883114,"HT114043",2011-01-10,"0000X W CTA 95TH ST LN","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA PLATFORM","true","false",634,6,21,49,"18",2011,"02/04/2016 06:33:39 AM",19:45:00,"Inactive"
7883229,"HT114112",2011-01-10,"049XX S KEDZIE AVE","0460","BATTERY","SIMPLE","CTA BUS STOP","true","false",821,8,14,63,"08B",2011,"02/04/2016 06:33:39 AM",20:30:00,"Inactive"
7887508,"HT117505",2011-01-10,"054XX S WENTWORTH AVE","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",232,2,3,68,"06",2011,"02/04/2016 06:33:39 AM",20:30:00,"Inactive"
7890799,"HT114204",2011-01-10,"020XX S WESTERN AVE","0820","THEFT","$500 AND UNDER","CTA PLATFORM","false","false",1223,12,25,31,"06",2011,"02/04/2016 06:33:39 AM",22:40:00,"Inactive"
7883274,"HT114230",2011-01-10,"009XX W BELMONT AVE","051A","ASSAULT","AGGRAVATED: HANDGUN","CTA PLATFORM","false","false",1932,19,44,6,"04A",2011,"02/04/2016 06:33:39 AM",23:00:00,"Inactive"
7883355,"HT114295",2011-01-11,"052XX W CHICAGO AVE","0560","ASSAULT","SIMPLE","CTA BUS STOP","true","false",1524,15,37,25,"08A",2011,"02/04/2016 06:33:39 AM",01:14:00,"Active"
7884729,"HT114411",2011-01-11,"011XX W THORNDALE AVE","0460","BATTERY","SIMPLE","CTA PLATFORM","false","false",2433,24,48,77,"08B",2011,"02/04/2016 06:33:39 AM",06:45:00,"Active"
7884015,"HT114429",2011-01-11,"002XX W CHICAGO AVE","5011","OTHER OFFENSE","LICENSE VIOLATION","CTA BUS STOP","true","false",1823,18,27,8,"26",2011,"02/04/2016 06:33:39 AM",07:25:00,"Inactive"
7889633,"HT119109",2011-01-11,"005XX S KEDZIE AVE","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","CTA BUS","false","false",1134,11,28,27,"11",2011,"02/04/2016 06:33:39 AM",09:00:00,"Inactive"
7884202,"HT114603",2011-01-11,"028XX N ASHLAND AVE","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",1931,19,32,6,"06",2011,"02/04/2016 06:33:39 AM",09:15:00,"Inactive"
7884632,"HT114919",2011-01-11,"0000X N STATE ST","0470","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","CTA TRAIN","true","false",122,1,42,32,"24",2011,"02/04/2016 06:33:39 AM",11:45:00,"Inactive"
7888169,"HT117339",2011-01-11,"052XX W DIVISION ST","0870","THEFT","POCKET-PICKING","CTA BUS STOP","false","false",2532,25,37,25,"06",2011,"02/04/2016 06:33:39 AM",12:00:00,"Inactive"
7892749,"HT116219",2011-01-11,"006XX S WESTERN AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",1224,12,2,28,"03",2011,"02/04/2016 06:33:39 AM",12:40:00,"Inactive"
7885438,"HT114984",2011-01-11,"040XX W LAKE ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1114,11,28,26,"06",2011,"02/04/2016 06:33:39 AM",14:20:00,"Inactive"
7885525,"HT115208",2011-01-11,"029XX N MILWAUKEE AVE","1340","CRIMINAL DAMAGE","TO STATE SUP PROP","CTA BUS","false","false",2523,25,35,21,"14",2011,"02/04/2016 06:33:39 AM",15:58:00,"Inactive"
7884878,"HT115257",2011-01-11,"015XX N CLYBOURN AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","true","false",1822,18,43,8,"03",2011,"02/04/2016 06:33:39 AM",16:00:00,"Inactive"
7886432,"HT115341",2011-01-11,"005XX S KEDZIE AVE","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",1134,11,24,27,"06",2011,"02/04/2016 06:33:39 AM",17:20:00,"Inactive"
7884964,"HT115480",2011-01-11,"005XX S PULASKI RD","2024","NARCOTICS","POSS: HEROIN(WHITE)","CTA PLATFORM","true","false",1132,11,24,26,"18",2011,"02/04/2016 06:33:39 AM",19:15:00,"Inactive"
7885134,"HT115484",2011-01-11,"0000X W 95TH ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA PLATFORM","true","false",634,6,21,49,"18",2011,"02/04/2016 06:33:39 AM",19:35:00,"Inactive"
7885054,"HT115546",2011-01-11,"004XX E 63RD ST","1345","CRIMINAL DAMAGE","TO CITY OF CHICAGO PROPERTY","CTA TRAIN","false","false",313,3,20,42,"14",2011,"02/04/2016 06:33:39 AM",20:15:00,"Inactive"
7885072,"HT115556",2011-01-11,"005XX S PULASKI RD","2024","NARCOTICS","POSS: HEROIN(WHITE)","CTA PLATFORM","true","false",1132,11,24,26,"18",2011,"02/04/2016 06:33:39 AM",20:20:00,"Inactive"
7885147,"HT115638",2011-01-11,"034XX W CHICAGO AVE","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA BUS","true","false",1121,11,27,23,"11",2011,"02/04/2016 06:33:39 AM",21:53:00,"Inactive"
7885283,"HT115730",2011-01-11,"002XX W 47TH ST","033A","ROBBERY","ATTEMPT: ARMED-HANDGUN","CTA TRAIN","true","false",935,9,3,37,"03",2011,"02/04/2016 06:33:39 AM",22:10:00,"Inactive"
7885148,"HT115671",2011-01-11,"005XX W VAN BUREN ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",111,1,2,28,"06",2011,"02/04/2016 06:33:39 AM",22:25:00,"Inactive"
7885243,"HT115758",2011-01-12,"016XX W HOWARD ST","0460","BATTERY","SIMPLE","CTA PLATFORM","true","false",2422,24,49,1,"08B",2011,"02/04/2016 06:33:39 AM",01:12:00,"Active"
7885886,"HT115979",2011-01-12,"005XX S PULASKI RD","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1132,11,24,26,"06",2011,"02/04/2016 06:33:39 AM",08:50:00,"Inactive"
7885834,"HT116087",2011-01-12,"095XX S DAN RYAN EXPY IB","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",511,5,21,49,"06",2011,"02/04/2016 06:33:39 AM",09:30:00,"Inactive"
7886537,"HT116180",2011-01-12,"044XX W CERMAK RD","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS STOP","false","false",1013,10,22,29,"03",2011,"02/04/2016 06:33:39 AM",11:15:00,"Inactive"
7886741,"HT116824",2011-01-12,"079XX S STATE ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","CTA TRAIN","false","true",623,6,6,44,"08B",2011,"02/04/2016 06:33:39 AM",17:22:00,"Inactive"
7890297,"HT116800",2011-01-12,"087XX S COTTAGE GROVE AVE","0460","BATTERY","SIMPLE","CTA BUS","false","false",632,6,6,44,"08B",2011,"02/04/2016 06:33:39 AM",17:35:00,"Inactive"
7886848,"HT116850",2011-01-12,"001XX W 35TH ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA PLATFORM","false","false",924,9,11,34,"03",2011,"02/04/2016 06:33:39 AM",18:00:00,"Inactive"
7888541,"HT116906",2011-01-12,"003XX E GARFIELD BLVD","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",234,2,3,40,"06",2011,"02/04/2016 06:33:39 AM",19:11:00,"Inactive"
7889960,"HT116957",2011-01-12,"020XX S ARCHER AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",2111,9,3,34,"03",2011,"02/04/2016 06:33:39 AM",19:30:00,"Inactive"
7886938,"HT117020",2011-01-12,"002XX W GARFIELD BLVD","2024","NARCOTICS","POSS: HEROIN(WHITE)","CTA PLATFORM","true","false",934,2,3,37,"18",2011,"02/04/2016 06:33:39 AM",19:40:00,"Inactive"
7926688,"HT116972",2011-01-12,"019XX N KIMBALL AVE","0484","BATTERY","PRO EMP HANDS NO/MIN INJURY","CTA BUS","false","false",1422,14,35,22,"08B",2011,"02/10/2018 03:50:01 PM",19:40:00,"Inactive"
7887917,"HT117536",2011-01-13,"002XX W MADISON ST","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","CTA BUS","false","false",113,1,42,32,"26",2011,"02/04/2016 06:33:39 AM",07:02:00,"Inactive"
7888569,"HT118344",2011-01-13,"011XX S HOMAN AVE","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",1133,11,24,29,"06",2011,"02/04/2016 06:33:39 AM",09:00:00,"Inactive"
7887844,"HT117642",2011-01-13,"0000X W 95TH ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA PLATFORM","true","false",634,6,21,49,"18",2011,"02/04/2016 06:33:39 AM",10:57:00,"Inactive"
7888004,"HT117762",2011-01-13,"030XX W LAKE ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA PLATFORM","false","false",1331,12,2,27,"03",2011,"02/04/2016 06:33:39 AM",11:30:00,"Inactive"
7889552,"HT119110",2011-01-13,"024XX N KEDZIE BLVD","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",1413,14,35,22,"06",2011,"02/04/2016 06:33:39 AM",16:30:00,"Inactive"
7910892,"HT134500",2011-01-13,"055XX S WOOD ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS","false","false",715,7,15,67,"03",2011,"02/04/2016 06:33:39 AM",16:30:00,"Inactive"
7888623,"HT118402",2011-01-13,"028XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1331,12,2,27,"11",2011,"02/04/2016 06:33:39 AM",18:15:00,"Inactive"
7888573,"HT118352",2011-01-13,"0000X W 79TH ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA BUS STOP","true","false",623,6,6,44,"18",2011,"02/04/2016 06:33:39 AM",18:45:00,"Inactive"
7889818,"HT119183",2011-01-14,"006XX W GARFIELD BLVD","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",934,9,3,61,"06",2011,"02/04/2016 06:33:39 AM",12:00:00,"Inactive"
7896744,"HT126293",2011-01-14,"001XX S WABASH AVE","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","CTA PLATFORM","false","false",123,1,42,32,"11",2011,"02/04/2016 06:33:39 AM",13:00:00,"Inactive"
7889871,"HT119309",2011-01-14,"001XX E 35TH ST","0560","ASSAULT","SIMPLE","CTA BUS","true","false",211,2,3,35,"08A",2011,"02/04/2016 06:33:39 AM",13:05:00,"Inactive"
7891901,"HT119416",2011-01-14,"005XX S PULASKI RD","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",1132,11,24,26,"03",2011,"02/04/2016 06:33:39 AM",14:00:00,"Inactive"
7890537,"HT119412",2011-01-14,"050XX W MONTROSE AVE","0460","BATTERY","SIMPLE","CTA BUS","false","false",1624,16,45,15,"08B",2011,"02/04/2016 06:33:39 AM",14:20:00,"Inactive"
7895142,"HT125064",2011-01-14,"034XX W DIVISION ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS","false","false",1422,14,26,23,"03",2011,"02/04/2016 06:33:39 AM",16:20:00,"Inactive"
7890419,"HT119910",2011-01-14,"005XX N STATE ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1831,18,42,8,"06",2011,"02/04/2016 06:33:39 AM",17:00:00,"Inactive"
7893142,"HT123283",2011-01-14,"009XX W DIVERSEY PKWY","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1933,19,43,7,"06",2011,"02/04/2016 06:33:39 AM",17:30:00,"Inactive"
7890485,"HT119837",2011-01-14,"006XX S STATE ST","0340","ROBBERY","ATTEMPT: STRONGARM-NO WEAPON","CTA TRAIN","true","false",132,1,2,32,"03",2011,"02/04/2016 06:33:39 AM",18:06:00,"Inactive"
7890488,"HT119974",2011-01-14,"0000X W LAKE ST","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",122,1,42,32,"06",2011,"02/04/2016 06:33:39 AM",19:15:00,"Inactive"
7890895,"HT119985",2011-01-14,"001XX W 43RD ST","1570","SEX OFFENSE","PUBLIC INDECENCY","CTA TRAIN","false","false",935,9,3,37,"17",2011,"02/04/2016 06:33:39 AM",19:35:00,"Inactive"
7890424,"HT119912",2011-01-14,"008XX N STATE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1832,18,42,8,"11",2011,"02/04/2016 06:33:39 AM",19:40:00,"Inactive"
7890605,"HT120115",2011-01-14,"011XX S STATE ST","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA PLATFORM","true","false",132,1,2,32,"18",2011,"02/04/2016 06:33:39 AM",21:55:00,"Inactive"
7891418,"HT120907",2011-01-15,"001XX W JACKSON BLVD","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",112,1,42,32,"06",2011,"02/04/2016 06:33:39 AM",02:30:00,"Active"
7891116,"HT120743",2011-01-15,"049XX N MILWAUKEE AVE","1811","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","CTA BUS STOP","true","false",1623,16,45,11,"18",2011,"02/04/2016 06:33:39 AM",12:00:00,"Inactive"
7891519,"HT121163",2011-01-15,"014XX S WABASH AVE","0330","ROBBERY","AGGRAVATED","CTA TRAIN","true","false",132,1,2,33,"03",2011,"02/04/2016 06:33:39 AM",17:30:00,"Inactive"
7891548,"HT121263",2011-01-15,"012XX N CLARK ST","0810","THEFT","OVER $500","CTA PLATFORM","false","false",1821,18,42,8,"06",2011,"02/04/2016 06:33:39 AM",19:15:00,"Inactive"
7891586,"HT121326",2011-01-15,"002XX S STATE ST","0820","THEFT","$500 AND UNDER","CTA PLATFORM","true","false",123,1,42,32,"06",2011,"02/04/2016 06:33:39 AM",20:30:00,"Inactive"
7891792,"HT121508",2011-01-15,"0000X W 95TH ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS STOP","false","false",634,6,21,49,"03",2011,"02/04/2016 06:33:39 AM",22:40:00,"Inactive"
7891762,"HT121541",2011-01-16,"046XX N SHERIDAN RD","0330","ROBBERY","AGGRAVATED","CTA TRAIN","true","false",2312,19,46,3,"03",2011,"02/04/2016 06:33:39 AM",00:10:00,"Active"
7893344,"HT123581",2011-01-16,"012XX N CLARK ST","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","CTA BUS STOP","false","false",1821,18,42,8,"11",2011,"02/04/2016 06:33:39 AM",02:00:00,"Active"
7898398,"HT126052",2011-01-16,"062XX N BROADWAY","1152","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","CTA TRAIN","false","false",2433,24,48,77,"11",2011,"02/04/2016 06:33:39 AM",06:00:00,"Active"
7891967,"HT121727",2011-01-16,"002XX S STATE ST","0520","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","CTA PLATFORM","true","false",123,1,42,32,"04A",2011,"02/04/2016 06:33:39 AM",06:26:00,"Active"
7892165,"HT121968",2011-01-16,"002XX N CLARK ST","0281","CRIM SEXUAL ASSAULT","NON-AGGRAVATED","CTA TRAIN","false","false",113,1,42,32,"02",2011,"02/04/2016 06:33:39 AM",07:30:00,"Inactive"
7892938,"HT122001",2011-01-16,"066XX S COTTAGE GROVE AVE","0484","BATTERY","PRO EMP HANDS NO/MIN INJURY","CTA BUS","false","false",321,3,20,42,"08B",2011,"02/04/2016 06:33:39 AM",12:45:00,"Inactive"
7892279,"HT122244",2011-01-16,"040XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","false","false",1114,11,28,26,"11",2011,"02/04/2016 06:33:39 AM",16:45:00,"Inactive"
7892297,"HT122235",2011-01-16,"040XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","false","false",1114,11,28,26,"11",2011,"02/04/2016 06:33:39 AM",16:45:00,"Inactive"
7892480,"HT122268",2011-01-16,"002XX W 47TH ST","0810","THEFT","OVER $500","CTA TRAIN","false","false",935,9,3,37,"06",2011,"02/04/2016 06:33:39 AM",17:05:00,"Inactive"
7892522,"HT122275",2011-01-16,"015XX S KEDZIE AVE","031A","ROBBERY","ARMED: HANDGUN","CTA BUS STOP","false","false",1022,10,24,29,"03",2011,"02/04/2016 06:33:39 AM",17:29:00,"Inactive"
7896270,"HT126079",2011-01-16,"063XX S COTTAGE GROVE AVE","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",312,3,20,42,"06",2011,"02/04/2016 06:33:39 AM",18:00:00,"Inactive"
7892349,"HT122304",2011-01-16,"065XX S RACINE AVE","1345","CRIMINAL DAMAGE","TO CITY OF CHICAGO PROPERTY","CTA BUS","false","false",724,7,17,67,"14",2011,"02/04/2016 06:33:39 AM",18:04:00,"Inactive"
7892529,"HT122471",2011-01-16,"048XX W IRVING PARK RD","0454","BATTERY","AGG PO HANDS NO/MIN INJURY","CTA BUS","true","false",1634,16,45,15,"08B",2011,"02/04/2016 06:33:39 AM",20:00:00,"Inactive"
7892523,"HT122534",2011-01-16,"015XX N SEDGWICK ST","0820","THEFT","$500 AND UNDER","CTA TRAIN","false","false",1821,18,43,8,"06",2011,"02/04/2016 06:33:39 AM",21:05:00,"Inactive"
7892656,"HT122542",2011-01-16,"079XX S STONY ISLAND AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS","false","false",411,4,8,45,"03",2011,"02/04/2016 06:33:39 AM",21:24:00,"Inactive"
7893873,"HT123024",2011-01-16,"012XX N CLARK ST","0810","THEFT","OVER $500","CTA PLATFORM","false","false",1821,18,42,8,"06",2011,"02/04/2016 06:33:39 AM",21:30:00,"Inactive"
7897183,"HT122690",2011-01-17,"048XX N MILWAUKEE AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS STOP","false","false",1623,16,45,11,"03",2011,"02/04/2016 06:33:39 AM",00:30:00,"Active"
7894105,"HT122944",2011-01-17,"011XX S STATE ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA TRAIN","false","false",132,1,2,32,"03",2011,"02/04/2016 06:33:39 AM",10:10:00,"Inactive"
7939132,"HT172198",2011-01-17,"040XX W ARMITAGE AVE","0820","THEFT","$500 AND UNDER","CTA BUS","false","false",2534,25,30,20,"06",2011,"02/10/2018 03:50:01 PM",11:00:00,"Inactive"
7893369,"HT123250",2011-01-17,"020XX W CHICAGO AVE","0880","THEFT","PURSE-SNATCHING","CTA BUS","false","false",1313,12,1,24,"06",2011,"02/04/2016 06:33:39 AM",13:45:00,"Inactive"
7893153,"HT123264",2011-01-17,"063XX S ASHLAND AVE","1350","CRIMINAL TRESPASS","TO STATE SUP LAND","CTA PLATFORM","true","false",725,7,16,67,"26",2011,"02/04/2016 06:33:39 AM",14:35:00,"Inactive"
7898371,"HT124424",2011-01-17,"069XX S DAN RYAN EXPY OB","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",731,7,6,69,"06",2011,"02/04/2016 06:33:39 AM",15:00:00,"Inactive"
7893240,"HT123426",2011-01-17,"040XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1114,11,28,26,"11",2011,"02/04/2016 06:33:39 AM",16:20:00,"Inactive"
7893347,"HT123620",2011-01-17,"048XX W LAKE ST","1210","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","CTA PLATFORM","true","false",1532,15,28,25,"11",2011,"02/04/2016 06:33:39 AM",18:00:00,"Inactive"
7893478,"HT123714",2011-01-17,"012XX N CLARK ST","0850","THEFT","ATTEMPT THEFT","CTA TRAIN","false","false",1821,18,42,8,"06",2011,"02/04/2016 06:33:39 AM",19:50:00,"Inactive"
7895011,"HT123710",2011-01-17,"009XX W FULLERTON AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA PLATFORM","false","false",1812,18,43,7,"03",2011,"02/04/2016 06:33:39 AM",20:00:00,"Inactive"
7893615,"HT123816",2011-01-17,"009XX W FULLERTON AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA PLATFORM","false","false",1812,18,43,7,"03",2011,"02/04/2016 06:33:39 AM",21:15:00,"Inactive"
7904682,"HT134308",2011-01-17,"057XX W DIVISION ST","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS STOP","false","false",1511,15,29,25,"03",2011,"02/04/2016 06:33:39 AM",21:30:00,"Inactive"
7893663,"HT123869",2011-01-17,"020XX S KOSTNER AVE","031A","ROBBERY","ARMED: HANDGUN","CTA TRAIN","false","false",1012,10,24,29,"03",2011,"02/04/2016 06:33:39 AM",22:45:00,"Inactive"
7894580,"HT124502",2011-01-18,"079XX S STATE ST","0870","THEFT","POCKET-PICKING","CTA TRAIN","false","false",623,6,6,44,"06",2011,"02/04/2016 06:33:39 AM",05:32:00,"Active"
7896231,"HT124039",2011-01-18,"022XX N CALIFORNIA AVE","0320","ROBBERY","STRONGARM - NO WEAPON","CTA BUS STOP","false","false",1414,14,35,22,"03",2011,"02/04/2016 06:33:39 AM",06:55:00,"Active"
7894341,"HT124243",2011-01-18,"051XX S LAKE PARK AVE","0460","BATTERY","SIMPLE","CTA BUS","false","false",2132,2,4,41,"08B",2011,"02/04/2016 06:33:39 AM",08:23:00,"Inactive"
7894231,"HT124151",2011-01-18,"065XX N SHERIDAN RD","0460","BATTERY","SIMPLE","CTA PLATFORM","true","false",2432,24,49,1,"08B",2011,"02/04/2016 06:33:39 AM",08:30:00,"Inactive"
7894447,"HT124298",2011-01-18,"031XX W GRAND AVE","2860","PUBLIC PEACE VIOLATION","FALSE POLICE REPORT","CTA BUS STOP","true","false",1311,12,27,23,"24",2011,"02/04/2016 06:33:39 AM",08:52:00,"Inactive"
